,Id,Vader Neg,Vader Neu,Vader Pos,Vader Compound,Roberta Neg,Roberta Neu,Roberta Pos,Clean Title,Clean Content,Rating,Sentiment,Target,Vader Label,Roberta Label
77,77,0.144,0.74,0.116,-0.743,0.3931525647640228,0.49312248826026917,0.11372492462396622,buy something else seriously,"ok seem ok face value quite bulky part sticks ear three thousand, nine hundred and ninety-nine live thati use road riding cycling want invest expensive pair worried might fall high speeds wind stayed solid goodhowever put hammer clench jaw climb example movement jaw caused left one fall thirty-five miles due poor fitnext three times indoors turbo trainer fell separate times light usei use smallest buds ear canals small find uncomfortable nightmare seat correctly couple hours bike find got blister like sore inside ear bud sitsi aware could ear headphones one hundred and fifty let us say sneats dr stay fine pain died",3,Neutral,1,Negative,Negative
78,78,0.034,0.55,0.416,0.9925,0.010500537231564522,0.08078662306070328,0.9087128043174744,extremely impressed,point comparing apple products products brilliant price especially thirty probably best wireless earbuds buy even better expensive ones bought wife hearing disabled one ear eighty-two one fifty-five imagine thoughts earbuds charging use one hour heaven tears eyes hear songs sharp clear volume maximum tweaks phone said relieved search finally ended testimony amazing finally hear songs clear fact stay perfect cover whole ear brilliant like noise canceling thing songs sharp clear bass bit low good condition speaking phone hear clearly person love,5,Positive,2,Positive,Positive
79,79,0.0,0.412,0.588,0.6908,0.0038067565765231848,0.1340116262435913,0.8621816039085388,love colour,sit comfortably ear sound quality good,4,Positive,2,Positive,Positive
80,80,0.085,0.561,0.354,0.9186,0.06126706674695015,0.32209512591362,0.6166377663612366,perfect,one bud stopped working bought two others tried three different ones total find earphones best better jbl anker high expectations controls confusing earphones perfect far snug hidden fits well fall easy control,5,Positive,2,Positive,Positive
81,81,0.133,0.614,0.253,0.5423,0.08283618837594986,0.648283064365387,0.2688807249069214,fall ear easily,want complain much cheap get pay formy main issue fall ear easily way could go jog run themother happy would purchase due said,3,Neutral,1,Positive,Negative
82,82,0.042,0.674,0.284,0.9808,0.004196858499199152,0.028802718967199326,0.967000424861908,highly recommended quality premium headset,looking purchase apple airpods however could justify high end price crazy research decided purchase tozo t6 due great reviews also tozo accessories brillant qualitywhen parcel arrived quickly opened packaging wow first impressions really good everything inside box compartment unlike branded headsets reviews read headsets charging cable etc dumped boxthe charging case feel really nice smooth finish weight personally like feels like holding something hand led lights visible bright know chargethe headsets look brillant much smaller images cool open case went iphone bluetooth settings paired straight away hassle used forty-five hours really good battery lifethe quality headsets,5,Positive,2,Positive,Positive
83,83,0.032,0.698,0.27,0.9517,0.0048543112352490425,0.13180015981197357,0.8633455634117126,loved much bought 2nd pair,earbuds usei gifted pink pair years ago use time earbuds held several holidays international trips days weathers hundreds hours use sorts listening music live sports events beyond comfy something struggle ears small smallest included tips excellent fit 2nd smallest tips also fit rarity among earbud tipsrecently purchased 2nd pair green gorgeous gorgeous colour high quality pink pair,5,Positive,2,Positive,Positive
84,84,0.016,0.77,0.214,0.9671,0.15118657052516937,0.5580557584762573,0.2907577157020569,sound quality blew away,well say hype true packaging build quality greatbut sound quality definitely something expect heck compared one hundred and fifty massdrop limited sale sennheiser hd 58x open back one hundred and fifty ohms obviously way less portable friendly tozo t6 expensive fact would even say tozo t6 nearing competitive levels headphones saying lot thing apparent bass heavy standard headphones clarity definitely case muddy bass drowning lyrics treble would say six thousand and eighty based genres eq fact even close says lotoh course test waterproofness twenty minute shower surely survived everything intact although learned quickly ears wet makes slippery cannot even wear also water interfer,5,Positive,2,Positive,Negative
85,85,0.0,0.639,0.361,0.5256,0.015074104070663452,0.26121771335601807,0.7237082123756409,great sound,using walking dog gym really impressed money,4,Positive,2,Positive,Positive
86,86,0.02,0.782,0.198,0.9497,0.03334515169262886,0.419939249753952,0.5467156171798706,great budsgreat price,ok simple review factshave tried expensive modelsand budget onesbought whim tryand small amount adjustment toning deep bass little wavelet app equaliserfrom playstore realised buds surpass others triedi know sound subjective going finally found set excites ears beyond beliefand certainly use cliche sounds like band directly front youi never heard sound clean bites clear punchy vocals hithonestlythey goodand believe reviews amazon genuineif listen genres like prog rockrockpop classical etc get themfind tips fit youand perhaps even try others like favourites wired beyer soulbyrds enhance sound even morethis review genuineand comes someone given headaches two year search right budsi,5,Positive,2,Positive,Positive
87,87,0.0,0.247,0.753,0.7269,0.009667529724538326,0.11971727013587952,0.8706151843070984,great price,excellent sound value money,5,Positive,2,Positive,Positive
88,88,0.134,0.656,0.21,0.8815,0.0360637828707695,0.25595492124557495,0.707981288433075,best pair budget headphones buy,serious techie past sweet tooth things cutting edge av matured learned live without latest gadget favouring need based approach let us face lot technology nice must havei like people saw appeal allure apple airpods apple way marketing products create appearance quality therefore sceptical finding comparable earbuds reasonable priceoh surprised read reviews hopeful picked decent pairi got lucky earphones really top notch sound quality stunning full stop fit would way come loose suspect even high intensity use fitted correct rubber buds inserted fully ear without going previous reviews state lose lot quality offeri found using tube music get phones,5,Positive,2,Positive,Positive
89,89,0.051,0.774,0.175,0.8828,0.028193922713398933,0.24415569007396698,0.7276503443717957,good value,overall earbuds good value cost bass little heavy even fan dance music highs little tinny fraction price mainstream earbuds airpods whose sound quality nothing write home bargain sensitivity buds find hard readjust ear without accidentally pressing initiating next previous track packaging slick apple esque buds case similarly well made nice hold charging ultra fast used heavily tell fast battery runs done full rigorous workout initially feel would stay put found dislodge despite jumping jacks themoverall fussy top tier sound quality want pair wireless earbuds whilst running errandsgaming extre,4,Positive,2,Positive,Positive
90,90,0.064,0.708,0.228,0.951,0.042708978056907654,0.26477840542793274,0.692512571811676,clear sound comfortable fit,bought husband bought pair let guinea pig although famous brand perfect feel really comfortable even wearing long time really like come different buds try get right fit bluetooth pairing worked immediately issues communicating either huawei phone ipad although husband couple teething issues connection iphone dropped sorted couple uses sound crystal clear whether use one earbud two yet used phone call unfortunately cannot comment build case little plastickyfeeling strong enough charges earbuds quickly get surprising amount playback time fully charged toofinally might relevant pretty colour,4,Positive,2,Positive,Positive
91,91,0.096,0.676,0.228,0.9274,0.00749520817771554,0.08668829500675201,0.9058164954185486,great waterproof earbuds,receipt must say price quality feel connected samsung phone without problemsthe sound excellent watched online review said loud preferred t10s louder know reviewers ears like set around third volume plenty loud enoughthe case quality magnets hold buds place buds lights turn red charged negative buds little fiddle remove due magnets buds shiny surfacethe sound good audio freak play music sounds good happy dothe touch controls easy responsive left right one press play pause two presses left earbuds play previous two presses right earbuds play next press hold left volume press hold right volume likewi,5,Positive,2,Positive,Positive
92,92,0.173,0.51,0.318,0.7899,0.016095733270049095,0.05446227267384529,0.9294419884681702,amazing,went threw lost washed apple ear pods decided buy cheap set amazon honestly cannot believe good price really good noise taps ear pods work perfectly every time love,5,Positive,2,Positive,Positive
93,93,0.119,0.767,0.114,0.1335,0.1300104707479477,0.4911711513996124,0.3788183927536011,astonishingly good bass tiny buds,hard believe tiny buds produce bass sounds fact rather weird full size speakers woofers would feeling pressure sounds chest experience magnificent sounds head believe try playing derp bassjackers makj experience deep bass goes incredible low price point tooi bought use hot tub waterproof inserted well ear would cancel much noise tub using anything else add convenience wireless charging automatic pairing ability use one bud time mono listening audio books instance charging need never run battery highly recommendedupdate accidentally left pod trouser pocket went complete hot wash dry cycle feari,5,Positive,2,Positive,Neutral
94,94,0.095,0.559,0.345,0.9865,0.012148896232247353,0.14714869856834412,0.8407024145126343,brilliant earphones,pros nice packaging lot different sized tips included case nicely sized fits comfortably even small pockets without protruding like sore thumb good comfortable fit earphones good balance sound quality enough bass hear drops overpowering clear high end without excessive boost earphones drop case guaranteed connection easily taken hinge smooth almost like fidget toy almost latency watch netflix without noticeable delay battery life good controls easy operate engage accidentally adjusting holdtochangevolume brilliant running pretty solid connection far loud output usually keep phone volume around sixty headphones keep around twenty volumecons case charge leds difficult make direct sunlight indication charging progress earphones except red led,5,Positive,2,Positive,Positive
95,95,0.045,0.675,0.28,0.9756,0.01619555987417698,0.15172454714775085,0.8320798277854919,overall good purchase reservations,overall good product fantastic audio quality build however concerns1 taking earbuds casing challenging top earbuds one would use hold pull earbuds smooth slippery makes harder grip ideally top bit angled edges make gripping easier2 batter life great promoted roughly lasts around three hours continuous play3 times one earbud used earbud certain angle location audio breaks probably due interferenceoverall good product however pebble stone shape could improved better grip holding taking earbuds casingthe touch system earbuds quite sensitive results unintentional playback interruption would say fault vendor would probably wanted make smoother touch experience,4,Positive,2,Positive,Positive
96,96,0.0,0.645,0.355,0.9915,0.012286780402064323,0.1380763202905655,0.8496369123458862,comfy great sound cost effective,debating getting wireless ear tozo offering experience products brilliant gave go glad kit neatly packaged comes three sizes ear piece left ones installed seem fit best find one biggest pros purchasing earbuds one size fits fruit based manufacturer priced ear buds would well remember second decent pro shape fit nothing hanging outside ear really comfortable fit third pro price vs sound quality price expect sound average good bass level high end tried varying types music get decent sample size great across genres price cannot go wrong fourth pro easy operate instructions come product clear easy follow,5,Positive,2,Positive,Positive
97,97,0.027,0.597,0.376,0.991,0.014009126462042332,0.10471675544977188,0.8812741637229919,great performance nice stable fit superb value,really like earbuds would sum great performance nice stable fit superb valuei ordered returned ten different earbud models vendors cheaper expensive found t6s tozo finally satisfied used laptop mobile used work phone video calls two runs using one got caught rainthe sound quality great good base heavy like colleagues reported could hear well mic difference compared traditional wired headset key comfort stability fit main reason sent back others tried either hurt ears time would fall exercised ran however neither problems tozo t6s found smallest four sets earbuds provided best fit four choose,5,Positive,2,Positive,Positive
98,98,0.056,0.702,0.243,0.9286,0.09495503455400467,0.2610553503036499,0.6439896821975708,amazing,using months say amazing surprised sound quality extremely good price durability earpods surprised used whilst exercising used daily charge lasts long time usage say lasted longer larger branded earpods used comes different ear cushions choose earpods falling ears eitherthe bluetooth connectivity practically instant issues setting also issue changing one ear going one earpods bluetooth automatically adjusts set connectivity click button device well worth buy would surprised disappointed since perfect,5,Positive,2,Positive,Positive
99,99,0.052,0.615,0.333,0.9823,0.013360959477722645,0.055723048746585846,0.9309160113334656,lifechanging,confirm outset earphones day oh goodness cannot believe using timei fed wires earphones tugged toddler getting tangled clothesarmseverything decided try wireless earphones overwhelmed many market needed reliable waterproof earphones also mic looked good much research came across t6s cautious buying manufactured one big well known brands reviewed various tech websites could however ignore overwhelmingly positive feedback amazon far found reviews accurate t6s look fantastic super easy set sound quality excellent easy operate charging case adorable small enough transport around,5,Positive,2,Positive,Positive
